AC0CON
DACB_GAINCAL
DACB_OFFSETCAL
DACB_STATUS
DACB_TIMCTRL
DACCTRL
DACH
DACL
DACON
DACVAL
DACVALH
DACVALHI
DACVALL
DACVALLO
DCCR
DDRA
DDRB
DDRC
DDRD
DDRE
DDRF
DDRG
DDRH
DDRJ
DDRK
DDRL
DEEAR
DEEARL
DEECR
DEEDR
DFLLRC2M_CALA
DFLLRC2M_CALB
DFLLRC2M_COMP0
DFLLRC2M_COMP1
DFLLRC2M_COMP2
DFLLRC2M_CTRL
DFLLRC32M_CALA
DFLLRC32M_CALB
DFLLRC32M_COMP0
DFLLRC32M_COMP1
DFLLRC32M_COMP2
DFLLRC32M_CTRL
DIDR
DIDR0
DIDR1
DIDR2
DMA_CH0_ADDRCTRL
DMA_CH0_CTRLA
DMA_CH0_CTRLB
DMA_CH0_DESTADDR0
DMA_CH0_DESTADDR1
DMA_CH0_DESTADDR2
DMA_CH0_REPCNT
DMA_CH0_SRCADDR0
DMA_CH0_SRCADDR1
DMA_CH0_SRCADDR2
DMA_CH0_TRFCNT
DMA_CH0_TRIGSRC
DMA_CH1_ADDRCTRL
DMA_CH1_CTRLA
DMA_CH1_CTRLB
DMA_CH1_DESTADDR0
DMA_CH1_DESTADDR1
DMA_CH1_DESTADDR2
DMA_CH1_REPCNT
DMA_CH1_SRCADDR0
DMA_CH1_SRCADDR1
DMA_CH1_SRCADDR2
DMA_CH1_TRFCNT
DMA_CH1_TRIGSRC
DMA_CH2_ADDRCTRL
DMA_CH2_CTRLA
DMA_CH2_CTRLB
DMA_CH2_DESTADDR0
DMA_CH2_DESTADDR1
DMA_CH2_DESTADDR2
DMA_CH2_REPCNT
DMA_CH2_SRCADDR0
DMA_CH2_SRCADDR1
DMA_CH2_SRCADDR2
DMA_CH2_TRFCNT
DMA_CH2_TRIGSRC
DMA_CH3_ADDRCTRL
DMA_CH3_CTRLA
DMA_CH3_CTRLB
DMA_CH3_DESTADDR0
DMA_CH3_DESTADDR1
DMA_CH3_DESTADDR2
DMA_CH3_REPCNT
DMA_CH3_SRCADDR0
DMA_CH3_SRCADDR1
DMA_CH3_SRCADDR2
DMA_CH3_TRFCNT
DMA_CH3_TRIGSRC
DMA_CTRL
DMA_INTFLAGS
DMA_STATUS
DMA_TEMP
DPDS0
DPDS1
DRTRAM0
DRTRAM1
DRTRAM2
DRTRAM3
DT1
DT1A
DT1B
DT4
DTPS1
DWDR
EBI_CS0_BASEADDR
EBI_CS0_CTRLA
EBI_CS0_CTRLB
EBI_CS1_BASEADDR
EBI_CS1_CTRLA
EBI_CS1_CTRLB
EBI_CS2_BASEADDR
EBI_CS2_CTRLA
EBI_CS2_CTRLB
EBI_CS3_BASEADDR
EBI_CS3_CTRLA
EBI_CS3_CTRLB
EBI_CTRL
EBI_INITDLY
EBI_REFRESH
EBI_SDRAMCTRLA
EBI_SDRAMCTRLB
EBI_SDRAMCTRLC
EEAR
EEARH
EEARL
EECR
EEDR
EICR
EICRA
EICRB
EIFR
EIMF
EIMSK
EIND
EIRR
EMCUCR
ETIFR
ETIMSK
EUCSRA
EUCSRB
EUCSRC
EUDR
EVSYS_CH0CTRL
EVSYS_CH0MUX
EVSYS_CH1CTRL
EVSYS_CH1MUX
EVSYS_CH2CTRL
EVSYS_CH2MUX
EVSYS_CH3CTRL
EVSYS_CH3MUX
EVSYS_CH4CTRL
EVSYS_CH4MUX
EVSYS_CH5CTRL
EVSYS_CH5MUX
EVSYS_CH6CTRL
EVSYS_CH6MUX
EVSYS_CH7CTRL
EVSYS_CH7MUX
EVSYS_DATA
EVSYS_STROBE
EXOCR1A
EXOCR1AH
EXOCR1AL
EXOCR1B
EXOCR1BH
EXOCR1BL
EXTCCR0
EXTCCR1A
EXTCCR1B
EXTCNT
EXTCNT1
EXTCNT1H
EXTCNT1L
EXTIFR
EXTIMSK
FCSR
FISCR
FISUA
FISUB
FISUC
FISUD
FOSCCAL
FPGAD
FPGAX
FPGAY
FPGAZ
FRCCAL
FTN_CTRL
GAINDAC
GICR
GIFR
GIMSK
GIPR
GPIO0
GPIO1
GPIO2
GPIO3
GPIO4
GPIO5
GPIO6
GPIO7
GPIO8
GPIO9
GPIOA
GPIOB
GPIOC
GPIOD
GPIOE
GPIOF
GPIOR0
GPIOR1
GPIOR2
GPIOR3
GPIOR4
GPIOR5
GPIOR6
GPIOR7
GPIOR8
GPIOR9
GPIORA
GPIORB
GPIORC
GPIORD
GPIORE
GPIORF
GPIO_GPIO0
GPIO_GPIO1
GPIO_GPIO2
GPIO_GPIO3
GPIO_GPIO4
GPIO_GPIO5
GPIO_GPIO6
GPIO_GPIO7
GPIO_GPIO8
GPIO_GPIO9
GPIO_GPIOA
GPIO_GPIOB
GPIO_GPIOC
GPIO_GPIOD
GPIO_GPIOE
GPIO_GPIOF
GPIO_GPIOR0
GPIO_GPIOR1
GPIO_GPIOR2
GPIO_GPIOR3
GPIO_GPIOR4
GPIO_GPIOR5
GPIO_GPIOR6
GPIO_GPIOR7
GPIO_GPIOR8
GPIO_GPIOR9
GPIO_GPIORA
GPIO_GPIORB
GPIO_GPIORC
GPIO_GPIORD
GPIO_GPIORE
GPIO_GPIORF
GTCCR
HIRESC_CTRLA
HIRESD_CTRLA
HIRESE_CTRLA
HIRESF_CTRLA
HSSPICFG
HSSPICNT
HSSPICR
HSSPIDMAB
HSSPIDMACS
HSSPIDMAD
HSSPIDMADH
HSSPIDMADL
HSSPIGTR
HSSPIIER
HSSPIIR
HSSPIRDR
HSSPISR
HSSPITDR
HSSPITO
HSSPITOH
HSSPITOL
ICR
ICR0
ICR0H
ICR0L
ICR1
ICR1H
ICR1L
ICR3
ICR3H
ICR3L
ICR4
ICR4H
ICR4L
ICR5
ICR5H
ICR5L
IDXCTRL
IDXIFLG
IDXIMSK
IDXMSDT
IDXSTRB
IEEE_ADDR_0
IEEE_ADDR_1
IEEE_ADDR_2
IEEE_ADDR_3
IEEE_ADDR_4
IEEE_ADDR_5
IEEE_ADDR_6
IEEE_ADDR_7
IFR
INOCR1A
INOCR1AH
INOCR1AL
INOCR1B
INOCR1BH
INOCR1BL
INTCCR0
INTCCR1A
INTCCR1B
INTCNT
INTCNT1
INTCNT1H
INTCNT1L
INTIFR
INTIMSK
IOF
IO_DATIN
IO_DATOUT
IO_ENAB
IPA
IPAH
IPAL
IPCR
IPD
IPDH
IPDL
IRCOM_CTRL
IRCOM_RXPLCTRL
IRCOM_TXPLCTRL
IRDAMOD
IRQ_MASK
IRQ_STATUS
KBER
KBFR
KBLSR
LCDCCR
LCDCRA
LCDCRB
LCDDR0
LCDDR00
LCDDR01
LCDDR02
LCDDR03
LCDDR04
LCDDR05
LCDDR06
LCDDR07
LCDDR08
LCDDR09
LCDDR1
LCDDR10
LCDDR11
LCDDR12
LCDDR13
LCDDR14
LCDDR15
LCDDR16
LCDDR17
LCDDR18
LCDDR19
LCDDR2
LCDDR3
LCDDR4
LCDDR5
LCDDR6
LCDDR7
LCDDR8
LCDDR9
LCDFRR
LEDCR
LFCAL
LFCALH
LFCALL
LFCDR
LFFR
LFHCR
LFIDC
LFIDCH
LFIDCL
LFIMR
LFRB
LFRCR
LFRR
LFSR0
LFSR1
LFSR2
LFSR3
LINBRR
LINBRRH
LINBRRL
LINBTR
LINCR
LINDAT
LINDLR
LINENIR
LINERR
LINIDR
LINSEL
LINSIR
LLCR
LLDRH
LLDRL
LOCKDET1
LOCKDET2
MAN_ID_0
MAN_ID_1
MCSR
MCUCR
MCUCS
MCUCSR
MCUR
MCUSR
MCU_ANAINIT
MCU_AWEXLOCK
MCU_DEVID0
MCU_DEVID1
MCU_DEVID2
MCU_EVSYSLOCK
MCU_JTAGUID
MCU_MCUCR
MCU_REVID
MODCR
MONDR
MSELR
MSMCR
MSPCR
MSPDR
MSPSR
MSVCAL
MUBRR
MUBRRH
MUBRRL
NEMCR
NVMCMD
NVMCSR
NVM_ADDR0
NVM_ADDR1
NVM_ADDR2
NVM_CMD
NVM_CTRLA
NVM_CTRLB
NVM_DATA0
NVM_DATA1
NVM_DATA2
NVM_INTCTRL
NVM_LOCKBITS
NVM_STATUS
OCDR
OCD_OCDR0
OCD_OCDR1
OCR0
OCR0A
OCR0AH
OCR0AL
OCR0B
OCR0BH
OCR0BL
OCR0RA
OCR0RAH
OCR0RAL
OCR0RB
OCR0RBH
OCR0RBL
OCR0SA
OCR0SAH
OCR0SAL
OCR0SB
OCR0SBH
OCR0SBL
OCR1
OCR1A
OCR1AH
OCR1AL
OCR1B
OCR1BH
OCR1BL
OCR1C
OCR1CH
OCR1CL
OCR1D
OCR1H
OCR1L
OCR1RA
OCR1RAH
OCR1RAL
OCR1RB
OCR1RBH
OCR1RBL
OCR1SA
OCR1SAH
OCR1SAL
OCR1SB
OCR1SBH
OCR1SBL
OCR2
OCR2A
OCR2B
OCR2RA
OCR2RAH
OCR2RAL
OCR2RB
OCR2RBH
OCR2RBL
OCR2SA
OCR2SAH
OCR2SAL
OCR2SB
OCR2SBH
OCR2SBL
OCR3A
OCR3AH
OCR3AL
OCR3B
OCR3BH
OCR3BL
OCR3C
OCR3CH
OCR3CL
OCR4A
OCR4AH
OCR4AL
OCR4B
OCR4BH
OCR4BL
OCR4C
OCR4CH
OCR4CL
OCR4D
OCR5A
OCR5AH
OCR5AL
OCR5B
OCR5BH
OCR5BL
OCR5C
OCR5CH
OCR5CL
OCRA1
OCRA1H
OCRA1L
OCRB1
OCRB1H
OCRB1L
OSCCAL
OSC_CTRL
OSC_DFLLCTRL
OSC_PLLCTRL
OSC_RC32KCAL
OSC_STATUS
OSC_XOSCCTRL
OSC_XOSCFAIL
OSICSR
OTGCON
OTGIEN
OTGINT
OTGTCON
PACR
PAN_ID_0
PAN_ID_1
PART_NUM
PASDLY2
PBOV
PCICR
PCIFR
PCMSK
PCMSK0
PCMSK1
PCMSK2
PCMSK3
PCNF
PCNF0
PCNF1
PCNF2
PCNFE2
PCTL
PCTL0
PCTL1
PCTL2
PERIPHEN
PFRC0A
PFRC0B
PFRC1A
PFRC1B
PFRC2A
PFRC2B
PHY_CC_CCA
PHY_ED_LEVEL
PHY_RSSI
PHY_TX_PWR
PICR0
PICR0H
PICR0L
PICR1
PICR1H
PICR1L
PICR2
PICR2H
PICR2L
PIFR
PIFR0
PIFR1
PIFR2
PIM
PIM0
PIM1
PIM2
PINA
PINB
PINC
PIND
PINE
PINF
PING
PINH
PINJ
PINK
PINL
PLLCR
PLLCSR
PLLFRQ
PLL_CF
PLL_DCU
PMIC0
PMIC1
PMIC2
PMIC_CTRL
PMIC_INTPRI
PMIC_STATUS
POC
POCR0RA
POCR0RAH
POCR0RAL
POCR0SA
POCR0SAH
POCR0SAL
POCR0SB
POCR0SBH
POCR0SBL
POCR1RA
POCR1RAH
POCR1RAL
POCR1SA
POCR1SAH
POCR1SAL
POCR1SB
POCR1SBH
POCR1SBL
POCR2RA
POCR2RAH
POCR2RAL
POCR2SA
POCR2SAH
POCR2SAL
POCR2SB
POCR2SBH
POCR2SBL
POCR_RB
POCR_RBH
POCR_RBL
POCRxRB
POCRxRBH
POCRxRBL
POM2
PORTA
PORTA_DIR
PORTA_DIRCLR
PORTA_DIRSET
PORTA_DIRTGL
PORTA_IN
PORTA_INT0MASK
PORTA_INT1MASK
PORTA_INTCTRL
PORTA_INTFLAGS
PORTA_OUT
PORTA_OUTCLR
PORTA_OUTSET
PORTA_OUTTGL
PORTA_PIN0CTRL
PORTA_PIN1CTRL
PORTA_PIN2CTRL
PORTA_PIN3CTRL
PORTA_PIN4CTRL
PORTA_PIN5CTRL
PORTA_PIN6CTRL
PORTA_PIN7CTRL
PORTB
PORTB_DIR
PORTB_DIRCLR
PORTB_DIRSET
PORTB_DIRTGL
PORTB_IN
PORTB_INT0MASK
PORTB_INT1MASK
PORTB_INTCTRL
PORTB_INTFLAGS
PORTB_OUT
PORTB_OUTCLR
PORTB_OUTSET
PORTB_OUTTGL
PORTB_PIN0CTRL
PORTB_PIN1CTRL
PORTB_PIN2CTRL
PORTB_PIN3CTRL
PORTB_PIN4CTRL
PORTB_PIN5CTRL
PORTB_PIN6CTRL
PORTB_PIN7CTRL
PORTC
PORTCFG_CLKEVOUT
PORTCFG_MPCMASK
PORTCFG_VPCTRLA
PORTCFG_VPCTRLB
PORTCR
PORTC_DIR
PORTC_DIRCLR
PORTC_DIRSET
PORTC_DIRTGL
PORTC_IN
PORTC_INT0MASK
PORTC_INT1MASK
PORTC_INTCTRL
PORTC_INTFLAGS
PORTC_OUT
PORTC_OUTCLR
PORTC_OUTSET
PORTC_OUTTGL
PORTC_PIN0CTRL
PORTC_PIN1CTRL
PORTC_PIN2CTRL
PORTC_PIN3CTRL
PORTC_PIN4CTRL
PORTC_PIN5CTRL
PORTC_PIN6CTRL
PORTC_PIN7CTRL
PORTD
PORTD_DIR
PORTD_DIRCLR
PORTD_DIRSET
PORTD_DIRTGL
PORTD_IN
PORTD_INT0MASK
PORTD_INT1MASK
PORTD_INTCTRL
PORTD_INTFLAGS
PORTD_OUT
PORTD_OUTCLR
PORTD_OUTSET
PORTD_OUTTGL
PORTD_PIN0CTRL
PORTD_PIN1CTRL
PORTD_PIN2CTRL
PORTD_PIN3CTRL
PORTD_PIN4CTRL
PORTD_PIN5CTRL
PORTD_PIN6CTRL
PORTD_PIN7CTRL
PORTE
PORTE_DIR
PORTE_DIRCLR
PORTE_DIRSET
PORTE_DIRTGL
PORTE_IN
PORTE_INT0MASK
PORTE_INT1MASK
PORTE_INTCTRL
PORTE_INTFLAGS
PORTE_OUT
PORTE_OUTCLR
PORTE_OUTSET
PORTE_OUTTGL
PORTE_PIN0CTRL
PORTE_PIN1CTRL
PORTE_PIN2CTRL
PORTE_PIN3CTRL
PORTE_PIN4CTRL
PORTE_PIN5CTRL
PORTE_PIN6CTRL
PORTE_PIN7CTRL
PORTF
PORTF_DIR
PORTF_DIRCLR
PORTF_DIRSET
PORTF_DIRTGL
PORTF_IN
PORTF_INT0MASK
PORTF_INT1MASK
PORTF_INTCTRL
PORTF_INTFLAGS
PORTF_OUT
PORTF_OUTCLR
PORTF_OUTSET
PORTF_OUTTGL
PORTF_PIN0CTRL
PORTF_PIN1CTRL
PORTF_PIN2CTRL
PORTF_PIN3CTRL
PORTF_PIN4CTRL
PORTF_PIN5CTRL
PORTF_PIN6CTRL
PORTF_PIN7CTRL
PORTG
PORTH
PORTH_DIR
PORTH_DIRCLR
PORTH_DIRSET
PORTH_DIRTGL
PORTH_IN
PORTH_INT0MASK
PORTH_INT1MASK
PORTH_INTCTRL
PORTH_INTFLAGS
PORTH_OUT
PORTH_OUTCLR
PORTH_OUTSET
PORTH_OUTTGL
PORTH_PIN0CTRL
PORTH_PIN1CTRL
PORTH_PIN2CTRL
PORTH_PIN3CTRL
PORTH_PIN4CTRL
PORTH_PIN5CTRL
PORTH_PIN6CTRL
PORTH_PIN7CTRL
PORTJ
PORTJ_DIR
PORTJ_DIRCLR
PORTJ_DIRSET
PORTJ_DIRTGL
PORTJ_IN
PORTJ_INT0MASK
PORTJ_INT1MASK
PORTJ_INTCTRL
PORTJ_INTFLAGS
PORTJ_OUT
PORTJ_OUTCLR
PORTJ_OUTSET
PORTJ_OUTTGL
PORTJ_PIN0CTRL
PORTJ_PIN1CTRL
PORTJ_PIN2CTRL
PORTJ_PIN3CTRL
PORTJ_PIN4CTRL
PORTJ_PIN5CTRL
PORTJ_PIN6CTRL
PORTJ_PIN7CTRL
PORTK
PORTK_DIR
PORTK_DIRCLR
PORTK_DIRSET
PORTK_DIRTGL
PORTK_IN
PORTK_INT0MASK
PORTK_INT1MASK
PORTK_INTCTRL
PORTK_INTFLAGS
PORTK_OUT
PORTK_OUTCLR
PORTK_OUTSET
PORTK_OUTTGL
PORTK_PIN0CTRL
PORTK_PIN1CTRL
PORTK_PIN2CTRL
PORTK_PIN3CTRL
PORTK_PIN4CTRL
PORTK_PIN5CTRL
PORTK_PIN6CTRL
PORTK_PIN7CTRL
PORTL
PORTQ_DIR
PORTQ_DIRCLR
PORTQ_DIRSET
PORTQ_DIRTGL
PORTQ_IN
PORTQ_INT0MASK
PORTQ_INT1MASK
PORTQ_INTCTRL
PORTQ_INTFLAGS
PORTQ_OUT
PORTQ_OUTCLR
PORTQ_OUTSET
PORTQ_OUTTGL
PORTQ_PIN0CTRL
PORTQ_PIN1CTRL
PORTQ_PIN2CTRL
PORTQ_PIN3CTRL
PORTQ_PIN4CTRL
PORTQ_PIN5CTRL
PORTQ_PIN6CTRL
PORTQ_PIN7CTRL
PORTR_DIR
PORTR_DIRCLR
PORTR_DIRSET
PORTR_DIRTGL
PORTR_IN
PORTR_INT0MASK
PORTR_INT1MASK
PORTR_INTCTRL
PORTR_INTFLAGS
PORTR_OUT
PORTR_OUTCLR
PORTR_OUTSET
PORTR_OUTTGL
PORTR_PIN0CTRL
PORTR_PIN1CTRL
PORTR_PIN2CTRL
PORTR_PIN3CTRL
PORTR_PIN4CTRL
PORTR_PIN5CTRL
PORTR_PIN6CTRL
PORTR_PIN7CTRL
PRELD
PRR
PRR0
PRR1
PRR2
PR_PRGEN
PR_PRPA
PR_PRPB
PR_PRPC
PR_PRPD
PR_PRPE
PR_PRPF
PS2CON
PSOC0
PSOC1
PSOC2
PSYNC
PUEA
PUEB
PUEC
PWMCTL
PWMMSK
PWMPER
PWMSFRQ
PWR_ATTEN
QTCSR
RAMAR
RAMDR
RAMPD
RAMPX
RAMPY
RAMPZ
RCCTRL
RDWDR
REGCR
RNGCR
ROCR
RSTFLR
RST_CTRL
RST_STATUS
RTC32_CTRL
RTC32_INTCTRL
RTC32_INTFLAGS
RTC32_SYNCCTRL
RTC_CNT
RTC_COMP
RTC_CTRL
RTC_INTCTRL
RTC_INTFLAGS
RTC_PER
RTC_STATUS
RTC_TEMP
RXB
RX_CTRL
RX_SYN
SCBTSRHH
SCBTSRHL
SCBTSRLH
SCBTSRLL
SCCNTHH
SCCNTHL
SCCNTLH
SCCNTLL
SCCON
SCCR
SCCR0
SCCR1
SCETU
SCETUH
SCETUL
SCGT
SCGTH
SCGTL
SCIBUF
SCICLK
SCICR
SCIER
SCIIR
SCIO
SCIRQM
SCIRQS
SCISR
SCOCR1HH
SCOCR1HL
SCOCR1LH
SCOCR1LL
SCOCR2HH
SCOCR2HL
SCOCR2LH
SCOCR2LL
SCOCR3HH
SCOCR3HL
SCOCR3LH
SCOCR3LL
SCR
SCSR
SCSW
SCTSRHH
SCTSRHL
SCTSRLH
SCTSRLL
SCWT0
SCWT1
SCWT2
SCWT3
SFD_VALUE
SFIOR
SFTCR
SHORT_ADDR_0
SHORT_ADDR_1
SIMSK
SINDAC
SINDACH
SINDACL
SLEEP_CTRL
SMCR
SMONCR
SOSCCALA
SOSCCALB
SP
SPCR
SPCR0
SPDR
SPH
SPIC_CTRL
SPIC_DATA
SPIC_INTCTRL
SPIC_STATUS
SPID_CTRL
SPID_DATA
SPID_INTCTRL
SPID_STATUS
SPIE_CTRL
SPIE_DATA
SPIE_INTCTRL
SPIE_STATUS
SPIF_CTRL
SPIF_DATA
SPIF_INTCTRL
SPIF_STATUS
SPL
SPMCR
SPMCSR
SPSR
SPSR0
SPWMCTL
SRCCAL
SREG
SSFR
STAT
SVCR
T0CR
T10IFR
T1CR
T2COR
T2CORH
T2CORL
T2CRA
T2CRB
T2ICR
T2ICRH
T2ICRL
T2IFR
T2IMR
T2MDR
T2MRA
T2MRB
T3CORA
T3CORAH
T3CORAL
T3CORB
T3CORBH
T3CORBL
T3CRA
T3CRB
T3ICR
T3ICRH
T3ICRL
T3IFR
T3IMR
T3MRA
T3MRB
TC1H
TC4H
TCC0_CCA
TCC0_CCABUF
TCC0_CCB
TCC0_CCBBUF
TCC0_CCC
TCC0_CCCBUF
TCC0_CCD
TCC0_CCDBUF
TCC0_CNT
TCC0_CTRLA
TCC0_CTRLB
TCC0_CTRLC
TCC0_CTRLD
TCC0_CTRLE
TCC0_CTRLFCLR
TCC0_CTRLFSET
TCC0_CTRLGCLR
TCC0_CTRLGSET
TCC0_INTCTRLA
TCC0_INTCTRLB
TCC0_INTFLAGS
TCC0_PER
TCC0_PERBUF
TCC0_TEMP
TCC1_CCA
TCC1_CCABUF
TCC1_CCB
TCC1_CCBBUF
TCC1_CNT
TCC1_CTRLA
TCC1_CTRLB
TCC1_CTRLC
TCC1_CTRLD
TCC1_CTRLE
TCC1_CTRLFCLR
TCC1_CTRLFSET
TCC1_CTRLGCLR
TCC1_CTRLGSET
TCC1_INTCTRLA
TCC1_INTCTRLB
TCC1_INTFLAGS
TCC1_PER
TCC1_PERBUF
TCC1_TEMP
TCCR0
TCCR0A
TCCR0B
TCCR0C
TCCR1
TCCR1A
TCCR1B
TCCR1C
TCCR1D
TCCR1E
TCCR2
TCCR2A
TCCR2B
TCCR3A
TCCR3B
TCCR3C
TCCR4A
TCCR4B
TCCR4C
TCCR4D
TCCR4E
TCCR5A
TCCR5B
TCCR5C
TCD0_CCA
TCD0_CCABUF
TCD0_CCB
TCD0_CCBBUF
TCD0_CCC
TCD0_CCCBUF
TCD0_CCD
TCD0_CCDBUF
TCD0_CNT
TCD0_CTRLA
TCD0_CTRLB
TCD0_CTRLC
TCD0_CTRLD
TCD0_CTRLE
TCD0_CTRLFCLR
TCD0_CTRLFSET
TCD0_CTRLGCLR
TCD0_CTRLGSET
TCD0_INTCTRLA
TCD0_INTCTRLB
TCD0_INTFLAGS
TCD0_PER
TCD0_PERBUF
TCD0_TEMP
TCD1_CCA
TCD1_CCABUF
TCD1_CCB
